Position,"Track Name",Artist,Streams,URL
81,"Tunnel Vision","Kodak Black",306178,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4
82,"Too Much To Ask","Niall Horan",304878,https://open.spotify.com/track/3hRZsdTF5uyGA2uhNqEuhm
83,"Curve (feat. The Weeknd)","Gucci Mane",303255,https://open.spotify.com/track/1tp1xMJ1uaOktksskS0Fzs
84,"No Limit",G-Eazy,303213,https://open.spotify.com/track/2Xqd0wUttjueBfdcltADOv
85,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,296339,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
86,"There's Nothing Holdin' Me Back","Shawn Mendes",294831,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
87,Praying,Kesha,294778,https://open.spotify.com/track/0jdny0dhgjUwoIp5GkqEaA
88,"Bounce Back","Big Sean",293738,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF
89,DNA,BTS,283433,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
90,"Look At Me!",XXXTENTACION,282978,https://open.spotify.com/track/4ARPvK8DHLwt4oX65ZAFMw
91,Passionfruit,Drake,282698,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
92,T-Shirt,Migos,276217,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7
93,"Say You Won't Let Go","James Arthur",276035,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
94,"4 AM","2 Chainz",275938,https://open.spotify.com/track/1nX9KhK3Fff27SnrIor2Yb
95,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",272758,https://open.spotify.com/track/4pYZLpX23Vx8rwDpJCpPTA
96,OMG,"Camila Cabello",268259,https://open.spotify.com/track/4xBjsLUSjcx2h7PcRikpQp
97,"Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again)","A Boogie Wit da Hoodie",267997,https://open.spotify.com/track/1AH60dMaEfNjzDoUIFwIQi
98,Portland,Drake,265911,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h
99,"Ex Calling",6LACK,265864,https://open.spotify.com/track/2RwmsAOxtiRezQPmvyejb8
100,"What Ifs","Kane Brown",265522,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W
101,"What About Us",P!nk,264921,https://open.spotify.com/track/31MkGwj0SWgZaTvEt5Hgxv
102,"The Weekend",SZA,262972,https://open.spotify.com/track/6gU9OKjOE7ghfEd55oRO57
103,"Good Old Days (feat. Kesha)",Macklemore,262003,https://open.spotify.com/track/2Za1AlJNvksouPPWbXpR2X
104,Stargazing,Kygo,255915,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
105,Slide,"Calvin Harris",254118,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
106,Swang,"Rae Sremmurd",253102,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL
107,"Something Just Like This","The Chainsmokers",252505,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
108,"do re mi",blackbear,252226,https://open.spotify.com/track/3Q3myFA7q4Op95DOpHplaY
109,"Would You Ever",Skrillex,250421,https://open.spotify.com/track/57p8CBvPOxrvyCbn6ttl5r
110,"First Day Out","Tee Grizzley",250105,https://open.spotify.com/track/3muBQDekYAg7jm6hDu6R0Z
111,"X (feat. Future)","21 Savage",248628,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO
112,Malibu,"Miley Cyrus",248412,https://open.spotify.com/track/1UZOjK1BwmwWU14Erba9CZ
113,"Broccoli (feat. Lil Yachty)",DRAM,247520,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol
114,"beibs in the trap","Travis Scott",243157,https://open.spotify.com/track/0ESJlaM8CE1jRWaNtwSNj8
115,"Small Town Boy","Dustin Lynch",242789,https://open.spotify.com/track/2YMhrXQYKkm4kXLcXKKd5z
116,"Money Longer","Lil Uzi Vert",241023,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ
117,"Everyday We Lit (feat. PnB Rock)","YFN Lucci",239149,https://open.spotify.com/track/4PzovBqgnSHKd8opsP7IVM
118,"Stay (with Alessia Cara)",Zedd,237976,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
119,"Losin Control",Russ,237434,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d
120,"Lonely Together (feat. Rita Ora)",Avicii,237012,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
121,Closer,"The Chainsmokers",236791,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
122,Caroline,Aminé,236587,https://open.spotify.com/track/5hTpBe8h35rJ67eAWHQsJx
123,"No Complaints","Metro Boomin",236238,https://open.spotify.com/track/6kig1UFggPUyZBCvXD3Wod
124,Boss,"Lil Pump",235981,https://open.spotify.com/track/4CHp6dRZTeFAu4bSOxfH7Y
125,X,"Lil Uzi Vert",230923,https://open.spotify.com/track/5tRmoZRoupvMYPV1oezFrH
126,"No Role Modelz","J. Cole",230270,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
127,"ILL NANA (feat. Trippie Redd)",DRAM,228499,https://open.spotify.com/track/6vAPPcbTWRvRiDCW2n3lw5
128,"Fake Love",Drake,226304,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
129,"Sky Walker",Miguel,224282,https://open.spotify.com/track/1DRW9bQzt2SE8f7H4KJZyL
130,Issues,"Julia Michaels",223843,https://open.spotify.com/track/0xG0SHshCStMEyNbNC5d4k
131,"Now Or Never",Halsey,223807,https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8
132,Starboy,"The Weeknd",223553,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
133,"Without You (feat. Sandro Cavazza)",Avicii,220886,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
134,"Heartache On The Dance Floor","Jon Pardi",220768,https://open.spotify.com/track/0w3Q14i073jLoew1hgJkwD
135,"pick up the phone","Young Thug",219068,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr
136,"No Option","Post Malone",219035,https://open.spotify.com/track/6M0IsaUX4GNyto4niSegfI
137,Everybody,Logic,216981,https://open.spotify.com/track/7cGFbx7MP0H23iHZTZpqMM
138,8TEEN,Khalid,216582,https://open.spotify.com/track/5bgwqaRSS3M8WHWruHgSL5
139,"Fetish (feat. Gucci Mane)","Selena Gomez",216251,https://open.spotify.com/track/0XLOf9LhyazPX9Ld8jPiUq
140,"No Problem (feat. Lil Wayne & 2 Chainz)","Chance The Rapper",214824,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH
141,"The Last Of The Real Ones","Fall Out Boy",214088,https://open.spotify.com/track/7cQMJ0wDqVS5iM0JIvP6Ay
142,Hurricane,"Luke Combs",213766,https://open.spotify.com/track/6xHI9KjUjYT0FPtGO8Mxa1
143,"A Different Way (with Lauv)","DJ Snake",212558,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
144,Revenge,XXXTENTACION,212534,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
145,"What They Want",Russ,212342,https://open.spotify.com/track/3pndPhlQWjuSoXhcIIdBjv
146,Saved,Khalid,211706,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU
147,"Felices los 4",Maluma,211588,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
148,Myself,NAV,210126,https://open.spotify.com/track/05nbZ1xxVNwUTcGwLbp7CN
149,"No Promises (feat. Demi Lovato)","Cheat Codes",209571,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
150,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,208035,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
151,"It Ain't Me (with Selena Gomez)",Kygo,207859,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
152,"Craving You","Thomas Rhett",206764,https://open.spotify.com/track/2d48mamATjby7wgPjdrSOQ
153,PRBLMS,6LACK,206625,https://open.spotify.com/track/2wf9bp4MkChojtljddWpbO
154,"When It Rains It Pours","Luke Combs",205641,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
155,"Both (feat. Drake)","Gucci Mane",204317,https://open.spotify.com/track/5tFep7dXGd7vEJ668wTPux
156,Crew,GoldLink,203888,https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg
157,Signs,Drake,203285,https://open.spotify.com/track/5EnYT6F7wEcdege6mDHEfO
158,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",203222,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
159,"Pills & Automobiles","Chris Brown",202144,https://open.spotify.com/track/4YkwUfWSIxdKNLDXw0caFO
160,Rolex,"Ayo & Teo",201917,https://open.spotify.com/track/0pSBuHjILhNEo55xK1zrRt
161,"2U (feat. Justin Bieber)","David Guetta",201843,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
162,Audi.,Smokepurpp,201718,https://open.spotify.com/track/0IMmUE0XiVMuDbtsyciyrn
163,"One Dance",Drake,201345,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
164,"Most Girls","Hailee Steinfeld",199316,https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ
165,"Patty Cake","Kodak Black",199285,https://open.spotify.com/track/0bXFIF7iL17TYLyx8JHziM
166,"Rich Love (with Seeb)",OneRepublic,198233,https://open.spotify.com/track/7aF09WaavZAmAWuUeYxlYD
167,444+222,"Lil Uzi Vert",197468,https://open.spotify.com/track/1QgTBfRN5m81a5K01qens6
168,"Neon Guts (feat. Pharrell Williams)","Lil Uzi Vert",195925,https://open.spotify.com/track/1MJErNPIQUoEMu4YUUmecm
169,"In Case You Didn't Know","Brett Young",194404,https://open.spotify.com/track/10M2Ex445zw585Ducldzkw
170,Gyalchester,Drake,192369,https://open.spotify.com/track/6UjfByV1lDLW0SOVQA4NAi
171,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)","PnB Rock",191814,https://open.spotify.com/track/5de7ci7TFqbQ1PFgKAD7MR
172,"Reggaetón Lento (Remix)",CNCO,191388,https://open.spotify.com/track/3zoYkqS4y2BsGVShPL2nTE
173,"You Was Right","Lil Uzi Vert",189910,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M
174,"Love Scars","Trippie Redd",189350,https://open.spotify.com/track/0AICBlLzFCTpUqmAbtzB2z
175,"Skrt Skrt","Tory Lanez",189311,https://open.spotify.com/track/3sbF8yG9zzFftk9xN5PNiq
176,"Do Not Disturb",Drake,188437,https://open.spotify.com/track/2KvHC9z14GSl4YpkNMX384
177,"D Rose","Lil Pump",187487,https://open.spotify.com/track/3CbZJbqh43varroTwUlwSB
178,"Flex Like Ouu","Lil Pump",187382,https://open.spotify.com/track/3kkObn08oHrNmCFHSNR0jD
179,ELEMENT.,"Kendrick Lamar",187064,https://open.spotify.com/track/1EaKU4dMbesXXd3BrLCtYG
180,"Dark Queen","Lil Uzi Vert",186791,https://open.spotify.com/track/2ZdCrBA52bb4pIG3tOOZiQ
181,"No Comparison","A Boogie Wit da Hoodie",186450,https://open.spotify.com/track/32aQ7oWlgpbEQyeZhvAmzC
182,"OK (feat. Lil Pump)",Smokepurpp,185208,https://open.spotify.com/track/1qqUbppZlkztP57L3ERNyF
183,Don't,"Bryson Tiller",184300,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC
184,"Escápate Conmigo",Wisin,183967,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6
185,"From The D To The A (feat. Lil Yachty)","Tee Grizzley",182437,https://open.spotify.com/track/2NyrXRn4tancYPW6JwtTl2
186,"Mr. Brightside","The Killers",181604,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN
187,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",180768,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
188,"Carry On",XXXTENTACION,180391,https://open.spotify.com/track/2yZax79pOrYuyIFVW2cZY2
189,"Ignition - Remix","R. Kelly",180009,https://open.spotify.com/track/5dNfHmqgr128gMY2tc5CeJ
190,Neighbors,"J. Cole",179144,https://open.spotify.com/track/0utlOiJy2weVl9WTkcEWHy
191,Numb,"21 Savage",178879,https://open.spotify.com/track/1vc2YF7ZvUtwr45HNpdGch
192,"More Than You Know","Axwell /\ Ingrosso",178106,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
193,"Chill Bill","Rob $tone",177897,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp
194,"Bust Down","Trippie Redd",177235,https://open.spotify.com/track/4UdzNCjI27SvzXvV1m0CKM
195,"No Heart","21 Savage",176875,https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO
196,"Low Life",Future,176707,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX
197,"'Till I Collapse",Eminem,176614,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT
198,"No Flockin","Kodak Black",175378,https://open.spotify.com/track/34oWbFBfGEElvgO0a5c9V4
199,"My Shit","A Boogie Wit da Hoodie",175135,https://open.spotify.com/track/5uQOauh47VFt3B2kV9kRXw
200,"Lose Yourself - Soundtrack Version",Eminem,174243,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ
