Position,"Track Name",Artist,Streams,URL
121,"Lonely Together (feat. Rita Ora)",Avicii,213483,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
122,Closer,"The Chainsmokers",213135,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
123,Caroline,Aminé,212862,https://open.spotify.com/track/5hTpBe8h35rJ67eAWHQsJx
124,"Everyday We Lit (feat. PnB Rock)","YFN Lucci",212487,https://open.spotify.com/track/4PzovBqgnSHKd8opsP7IVM
125,Boss,"Lil Pump",210861,https://open.spotify.com/track/4CHp6dRZTeFAu4bSOxfH7Y
126,"No Role Modelz","J. Cole",210779,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
127,"Money Longer","Lil Uzi Vert",210538,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ
128,"Now Or Never",Halsey,208424,https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8
129,"No Complaints","Metro Boomin",207975,https://open.spotify.com/track/6kig1UFggPUyZBCvXD3Wod
130,"Fake Love",Drake,206453,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
131,8TEEN,Khalid,204624,https://open.spotify.com/track/5bgwqaRSS3M8WHWruHgSL5
132,Issues,"Julia Michaels",204188,https://open.spotify.com/track/0xG0SHshCStMEyNbNC5d4k
133,Revenge,XXXTENTACION,202180,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
134,"No Option","Post Malone",200610,https://open.spotify.com/track/6M0IsaUX4GNyto4niSegfI
135,"Heartache On The Dance Floor","Jon Pardi",199747,https://open.spotify.com/track/0w3Q14i073jLoew1hgJkwD
136,"Without You (feat. Sandro Cavazza)",Avicii,199679,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
137,X,"Lil Uzi Vert",199128,https://open.spotify.com/track/5tRmoZRoupvMYPV1oezFrH
138,"Sky Walker",Miguel,198185,https://open.spotify.com/track/1DRW9bQzt2SE8f7H4KJZyL
139,Everybody,Logic,198063,https://open.spotify.com/track/7cGFbx7MP0H23iHZTZpqMM
140,"Fetish (feat. Gucci Mane)","Selena Gomez",197979,https://open.spotify.com/track/0XLOf9LhyazPX9Ld8jPiUq
141,Saved,Khalid,196604,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU
142,"pick up the phone","Young Thug",195885,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr
143,"What They Want",Russ,195358,https://open.spotify.com/track/3pndPhlQWjuSoXhcIIdBjv
144,Why,"Sabrina Carpenter",194508,https://open.spotify.com/track/2jYmK1cb3Uya6FFsocdpzO
145,Hurricane,"Luke Combs",193451,https://open.spotify.com/track/6xHI9KjUjYT0FPtGO8Mxa1
146,Myself,NAV,192891,https://open.spotify.com/track/05nbZ1xxVNwUTcGwLbp7CN
147,"No Promises (feat. Demi Lovato)","Cheat Codes",192703,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
148,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,190806,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
149,"Craving You","Thomas Rhett",190306,https://open.spotify.com/track/2d48mamATjby7wgPjdrSOQ
150,"No Problem (feat. Lil Wayne & 2 Chainz)","Chance The Rapper",189700,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH
151,PRBLMS,6LACK,189304,https://open.spotify.com/track/2wf9bp4MkChojtljddWpbO
152,"It Ain't Me (with Selena Gomez)",Kygo,187289,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
153,Crew,GoldLink,186020,https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg
154,Rolex,"Ayo & Teo",185680,https://open.spotify.com/track/0pSBuHjILhNEo55xK1zrRt
155,"One Dance",Drake,185198,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
156,"Felices los 4",Maluma,184197,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
157,"Most Girls","Hailee Steinfeld",182479,https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ
158,"When It Rains It Pours","Luke Combs",181713,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
159,Audi.,Smokepurpp,180547,https://open.spotify.com/track/0IMmUE0XiVMuDbtsyciyrn
160,"Both (feat. Drake)","Gucci Mane",179923,https://open.spotify.com/track/5tFep7dXGd7vEJ668wTPux
161,"In Case You Didn't Know","Brett Young",178482,https://open.spotify.com/track/10M2Ex445zw585Ducldzkw
162,"Patty Cake","Kodak Black",178395,https://open.spotify.com/track/0bXFIF7iL17TYLyx8JHziM
163,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",178341,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
164,"Pills & Automobiles","Chris Brown",178099,https://open.spotify.com/track/4YkwUfWSIxdKNLDXw0caFO
165,Signs,Drake,177643,https://open.spotify.com/track/5EnYT6F7wEcdege6mDHEfO
166,"2U (feat. Justin Bieber)","David Guetta",176545,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
167,Don't,"Bryson Tiller",175426,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC
168,"Rich Love (with Seeb)",OneRepublic,175039,https://open.spotify.com/track/7aF09WaavZAmAWuUeYxlYD
169,Gyalchester,Drake,174760,https://open.spotify.com/track/6UjfByV1lDLW0SOVQA4NAi
170,"I Just Can't",R3HAB,173690,https://open.spotify.com/track/3gfmFoJgmn9LiIj5mV8oSS
171,"Neon Guts (feat. Pharrell Williams)","Lil Uzi Vert",172742,https://open.spotify.com/track/1MJErNPIQUoEMu4YUUmecm
172,"Reggaetón Lento (Remix)",CNCO,172719,https://open.spotify.com/track/3zoYkqS4y2BsGVShPL2nTE
173,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)","PnB Rock",172636,https://open.spotify.com/track/5de7ci7TFqbQ1PFgKAD7MR
174,444+222,"Lil Uzi Vert",172505,https://open.spotify.com/track/1QgTBfRN5m81a5K01qens6
175,"Carry On",XXXTENTACION,172476,https://open.spotify.com/track/2yZax79pOrYuyIFVW2cZY2
176,"ILL NANA (feat. Trippie Redd)",DRAM,172113,https://open.spotify.com/track/6vAPPcbTWRvRiDCW2n3lw5
177,"'Till I Collapse",Eminem,171214,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT
178,"Mr. Brightside","The Killers",169560,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN
179,"Love Scars","Trippie Redd",169070,https://open.spotify.com/track/0AICBlLzFCTpUqmAbtzB2z
180,"Flex Like Ouu","Lil Pump",167462,https://open.spotify.com/track/3kkObn08oHrNmCFHSNR0jD
181,"You Was Right","Lil Uzi Vert",167153,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M
182,"Do Not Disturb",Drake,167055,https://open.spotify.com/track/2KvHC9z14GSl4YpkNMX384
183,"Dark Queen","Lil Uzi Vert",166658,https://open.spotify.com/track/2ZdCrBA52bb4pIG3tOOZiQ
184,"D Rose","Lil Pump",166517,https://open.spotify.com/track/3CbZJbqh43varroTwUlwSB
185,ELEMENT.,"Kendrick Lamar",166237,https://open.spotify.com/track/1EaKU4dMbesXXd3BrLCtYG
186,"Chill Bill","Rob $tone",162683,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp
187,"From The D To The A (feat. Lil Yachty)","Tee Grizzley",162178,https://open.spotify.com/track/2NyrXRn4tancYPW6JwtTl2
188,Exchange,"Bryson Tiller",161496,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN
189,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",161171,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
190,Numb,"21 Savage",161075,https://open.spotify.com/track/1vc2YF7ZvUtwr45HNpdGch
191,Neighbors,"J. Cole",161055,https://open.spotify.com/track/0utlOiJy2weVl9WTkcEWHy
192,"No Heart","21 Savage",158954,https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO
193,"Escápate Conmigo",Wisin,158945,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6
194,"No Flockin","Kodak Black",158326,https://open.spotify.com/track/34oWbFBfGEElvgO0a5c9V4
195,"My Shit","A Boogie Wit da Hoodie",157553,https://open.spotify.com/track/5uQOauh47VFt3B2kV9kRXw
196,"I Feel It Coming","The Weeknd",157109,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
197,"Ignition - Remix","R. Kelly",156452,https://open.spotify.com/track/5dNfHmqgr128gMY2tc5CeJ
198,"More Than You Know","Axwell /\ Ingrosso",156366,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
199,"Low Life",Future,156091,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX
200,"Gassed Up","Nebu Kiniza",155631,https://open.spotify.com/track/6JjEVlMkfHWMeYavkEYzNO
